example_id                                                              | status  | run_time             |
./spec/models/game_spec.rb[1:5:12:1:2]                                  | pending | 0 seconds            |
./spec/models/game_spec.rb[1:5:13:1]                                    | passed  | 0.37435 seconds      |
./spec/models/games_user_spec.rb[1:1:1]                                 | passed  | 0.03687 seconds      |
./spec/models/games_user_spec.rb[1:1:2]                                 | passed  | 0.03429 seconds      |
./spec/models/games_user_spec.rb[1:1:3]                                 | passed  | 0.03825 seconds      |
./spec/models/games_user_spec.rb[1:2:1]                                 | passed  | 0.07261 seconds      |
./spec/models/games_user_spec.rb[1:2:2]                                 | passed  | 0.04134 seconds      |
./spec/models/games_user_spec.rb[1:2:3]                                 | passed  | 0.04143 seconds      |
./spec/models/games_user_spec.rb[1:2:4]                                 | passed  | 0.04149 seconds      |
./spec/models/games_user_spec.rb[1:3:1]                                 | passed  | 0.03741 seconds      |
./spec/models/games_user_spec.rb[1:3:2]                                 | passed  | 0.03989 seconds      |
./spec/models/games_user_spec.rb[1:3:3]                                 | passed  | 0.04093 seconds      |
./spec/models/games_user_spec.rb[1:3:4]                                 | passed  | 0.03708 seconds      |
./spec/models/games_user_spec.rb[1:3:5]                                 | passed  | 0.04333 seconds      |
./spec/models/games_user_spec.rb[1:4:1]                                 | passed  | 0.03309 seconds      |
./spec/models/games_user_spec.rb[1:4:2]                                 | passed  | 0.04412 seconds      |
./spec/models/games_user_spec.rb[1:4:3]                                 | passed  | 0.04946 seconds      |
./spec/models/user_spec.rb[1:1:1]                                       | passed  | 0.04054 seconds      |
./spec/models/user_spec.rb[1:2:1]                                       | passed  | 1.38 seconds         |
./spec/models/user_spec.rb[1:2:2]                                       | passed  | 0.03327 seconds      |
./spec/models/user_spec.rb[1:3:1]                                       | passed  | 0.03901 seconds      |
./spec/models/user_spec.rb[1:3:2]                                       | passed  | 0.04082 seconds      |
./spec/models/user_spec.rb[1:3:3]                                       | passed  | 0.04304 seconds      |
./spec/models/user_spec.rb[1:4:1]                                       | passed  | 0.04258 seconds      |
./spec/models/user_spec.rb[1:4:2]                                       | passed  | 0.04257 seconds      |
./spec/models/user_spec.rb[1:4:3]                                       | passed  | 0.04237 seconds      |
./spec/models/user_spec.rb[1:4:4]                                       | passed  | 0.04236 seconds      |
./spec/models/user_spec.rb[1:4:5]                                       | passed  | 0.0516 seconds       |
./spec/models/user_spec.rb[1:4:6]                                       | passed  | 0.08111 seconds      |
./spec/models/user_spec.rb[1:5:1:1:1:1]                                 | passed  | 0.05795 seconds      |
./spec/models/user_spec.rb[1:5:1:1:1:2]                                 | passed  | 0.0607 seconds       |
./spec/models/user_spec.rb[1:5:1:1:1:3]                                 | passed  | 0.05755 seconds      |
./spec/models/user_spec.rb[1:5:1:2:1]                                   | passed  | 0.05006 seconds      |
./spec/models/user_spec.rb[1:5:2:1:1]                                   | passed  | 0.04872 seconds      |
./spec/models/user_spec.rb[1:5:2:1:2]                                   | passed  | 0.0553 seconds       |
./spec/models/user_spec.rb[1:5:2:2:1]                                   | passed  | 0.05139 seconds      |
./spec/models/user_spec.rb[1:5:3:1:1]                                   | passed  | 0.0521 seconds       |
./spec/models/user_spec.rb[1:5:3:2:1]                                   | passed  | 0.05605 seconds      |
./spec/models/user_spec.rb[1:5:3:2:2]                                   | passed  | 0.05109 seconds      |
./spec/models/user_spec.rb[1:5:4:1:1]                                   | passed  | 0.0472 seconds       |
./spec/models/user_spec.rb[1:5:4:1:2]                                   | passed  | 0.08798 seconds      |
./spec/models/user_spec.rb[1:5:4:2:1]                                   | passed  | 0.04527 seconds      |
./spec/models/user_spec.rb[1:5:4:2:2]                                   | passed  | 0.04771 seconds      |
./spec/requests/games_controller_spec.rb[1:1:1:1:1:1]                   | passed  | 0.26646 seconds      |
./spec/requests/games_controller_spec.rb[1:1:1:2:1:1]                   | passed  | 0.04136 seconds      |
./spec/requests/games_controller_spec.rb[1:1:1:2:2:1]                   | passed  | 0.06591 seconds      |
./spec/requests/games_controller_spec.rb[1:1:1:2:3:1]                   | passed  | 0.62643 seconds      |
./spec/requests/games_controller_spec.rb[1:1:2:1]                       | passed  | 2.52 seconds         |
./spec/requests/lobbies_controller_spec.rb[1:1:1:1:1]                   | passed  | 0.30461 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:1:1:2:1]                   | passed  | 0.14821 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:1:2:1]                     | passed  | 0.12606 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:1:2:2]                     | passed  | 0.0889 seconds       |
./spec/requests/lobbies_controller_spec.rb[1:2:1:1:1]                   | passed  | 0.04845 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:2:1:2:1]                   | passed  | 0.11556 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:2:2:1:1:1]                 | passed  | 0.1917 seconds       |
./spec/requests/lobbies_controller_spec.rb[1:2:2:1:1:2]                 | passed  | 0.18053 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:2:2:1:2:1]                 | passed  | 0.14303 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:2:2:1:2:2]                 | passed  | 0.18574 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:2:2:2:1]                   | passed  | 0.06276 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:1:1:1]                   | passed  | 0.0534 seconds       |
./spec/requests/lobbies_controller_spec.rb[1:3:1:2:1]                   | passed  | 0.12495 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:1:1:1]                 | passed  | 0.06879 seconds      |
